,slug,playtime,released,rating,rating_top,ratings_count,reviews_text_count,added,metacritic,suggestions_count,updated,tags,reviews_count,genres,yet,owned,beaten,toplay,dropped,playing
1417,fat-dragons,0,2/22/2018,0,0,0,0,0,,176,2019-01-09T12:41:06,"Retro, combat",0,,0,0,0,0,0,0
1418,now-i-know-my-abcs-2,0,2/1/2018,0,0,0,0,0,,61,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1419,guide-the-ghost,0,9/21/2017,0,0,0,0,0,,30,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1420,monster-hunter-stories-demo,0,8/10/2017,0,0,0,0,0,,106,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1421,cycle-of-eternity-space-anomaly,0,4/19/2018,0,0,0,0,0,,239,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1422,block-a-pix-color,0,5/17/2018,0,0,0,0,0,,109,2019-01-09T12:41:06,"Logic, blocks",0,,0,0,0,0,0,0
1423,pokemon-moon-with-bonus-lunala-figure,0,11/23/2016,0,0,0,0,0,,81,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1424,japanese-rail-sim-3d-journey-in-suburbs-2,0,3/16/2017,0,0,0,0,0,,119,2019-01-09T12:41:06,"Driving, simple",0,,0,0,0,0,0,0
1425,quiet-please,0,8/27/2012,0,0,0,0,0,,96,2019-10-22T13:53:20,,0,"Adventure, Puzzle",0,0,0,0,0,0
1426,dan-mcfox-head-hunter,0,6/6/2016,0,0,0,0,0,,68,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1427,voxelmaker,0,10/1/2015,0,0,0,0,0,,229,2019-01-09T12:41:06,"Education, edutainment",0,,0,0,0,0,0,0
1428,a-train-3d-city-simulator,0,4/14/2015,0,0,0,0,0,,281,2019-01-09T12:41:06,"train, simulator",0,,0,0,0,0,0,0
1429,boxzle,0,4/10/2014,0,0,0,0,0,,79,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1430,my-first-songs,0,4/17/2014,0,0,0,0,0,,154,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1431,robot-rescue-3d,0,7/18/2013,0,0,0,0,0,,142,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1432,atv-wild-ride-3d,0,3/7/2013,0,0,0,0,0,,255,2019-01-09T12:41:06,"Epic, speed",0,,0,0,0,0,0,0
1433,lalaloopsy-carnival-of-friends,0,10/30/2012,0,0,0,0,0,,54,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1434,city-mysteries,0,7/3/2014,0,0,0,0,0,,230,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1435,mes-comptines,0,12/18/2014,0,0,0,0,0,,42,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1436,bionic-commando-elite-forces,0,1/1/2015,0,0,0,0,0,,121,2019-01-09T12:41:06,"Destruction, NES",0,,0,0,0,0,0,0
1437,undead-storm-nightmare,0,1/22/2015,0,0,0,0,0,,132,2019-01-09T12:41:06,"Zombies, friends",0,,0,0,0,0,0,0
1438,pong-pong-candy,0,2/12/2015,0,0,0,0,0,,42,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1439,comic-workshop-2,0,6/18/2015,0,0,0,0,0,,91,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1440,fantasy-pirates,0,7/23/2015,0,0,0,0,0,,320,2019-01-09T12:41:06,"Destruction, Monsters",0,,0,0,0,0,0,0
1441,smilebasic,0,10/15/2015,0,0,0,0,0,,119,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1442,sadame,0,2/25/2016,0,0,0,0,0,,121,2019-01-09T12:41:06,"Monsters, art",0,,0,0,0,0,0,0
1443,stickman-super-athletics,0,8/4/2016,0,0,0,0,0,,109,2019-01-09T12:41:06,"friends, stickman",0,,0,0,0,0,0,0
1444,ping-pong-trick-shot,0,9/1/2016,0,0,0,0,0,,97,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1445,pinball-breakout,0,11/3/2016,0,0,0,0,0,,206,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1446,candy-please,0,10/21/2014,0,0,0,0,0,,146,2019-10-22T14:15:42,,0,"Adventure, Puzzle",0,0,0,0,0,0
1447,rpg-maker-player,0,6/22/2017,0,0,0,0,0,,92,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1448,puzzler-world-2013,0,4/23/2013,0,0,0,0,0,,179,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1449,letter-challenge,0,9/12/2013,0,0,0,0,0,,55,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1450,tecmo-bowl,0,3/12/2007,0,0,0,0,0,,233,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1451,zoo-mania-3d,0,10/25/2011,0,0,0,0,0,,217,2019-01-09T12:41:06,"friends, Animals",0,,0,0,0,0,0,0
1452,arc-style-soccer-3d,0,3/29/2012,0,0,0,0,0,,189,2019-01-09T12:41:06,"Multiplayer, Endless",0,,0,0,0,0,0,0
1453,50-classic-games-3d,0,3/2/2012,0,0,0,0,0,,174,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1454,crazy-kangaroo,0,5/1/2012,0,0,0,0,0,,273,2019-10-22T14:25:10,"Cute, airplane",0,,0,0,0,0,0,0
1455,sparkle-snapshots-3d,0,10/18/2012,0,0,0,0,0,,246,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1456,junior-classic-games-3d,0,11/20/2012,0,0,0,0,0,,123,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1457,3d-mahjongg,0,11/22/2012,0,0,0,0,0,,151,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1458,the-denpa-men-2-beyond-the-waves,0,5/30/2013,0,0,0,0,0,,197,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1459,my-western-horse-3d,0,8/15/2013,0,0,0,0,0,,199,2019-01-09T12:41:06,"Training, race",0,,0,0,0,0,0,0
1460,wakedas,0,8/22/2013,0,0,0,0,0,,33,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1461,my-little-baby-3d,0,10/17/2013,0,0,0,0,0,,96,2019-01-09T12:41:06,"Cute, Minigames",0,,0,0,0,0,0,0
1462,korg-m01d,0,11/7/2013,0,0,0,0,0,,103,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1463,heathcliff-spot-on,0,11/28/2013,0,0,0,0,0,,119,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1464,3d-altered-beast,0,5/29/2013,0,0,0,0,0,,116,2019-01-09T12:41:06,"Demons, Multiplayer",0,,0,0,0,0,0,0
1465,touch-battle-tank-3d-2,0,1/30/2014,0,0,0,0,0,,86,2019-01-09T12:41:06,"Tanks, War",0,,0,0,0,0,0,0
1466,skater-cat,0,3/27/2014,0,0,0,0,0,,121,2019-01-09T12:41:06,"cats, block",0,,0,0,0,0,0,0
1467,tiny-games-knights-dragons,0,5/1/2014,0,0,0,0,0,,185,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1468,luv-me-buddies-wonderland,0,5/29/2014,0,0,0,0,0,,249,2019-01-09T12:41:06,"party, puzzles",0,,0,0,0,0,0,0
1469,petite-zombies,0,10/11/2018,0,0,0,0,0,,0,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1470,games-for-toddlers-2,0,6/7/2018,0,0,0,0,0,,39,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1471,madagascar-3-the-video-game-3dsds,0,6/5/2012,0,0,0,0,0,,202,2019-09-03T02:57:16,,0,"Platformer, Arcade",0,0,0,0,0,0
1472,japanese-rail-sim-3d-5-types-of-trains,0,11/22/2018,0,0,0,0,0,,0,2019-01-09T12:41:06,"Trains, train",0,,0,0,0,0,0,0
1473,pinball-breakout-2,0,11/15/2018,0,0,0,0,0,,0,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1474,elminage-ii-sousei-no-megami-to-unmei-no-daichi,0,6/8/2009,0,0,0,0,0,,176,2019-09-12T06:39:23,,0,,0,0,0,0,0,0
1475,pdi-check,0,5/23/2019,0,0,0,0,0,,21,2019-11-19T18:02:27,"Education, Training",0,,0,0,0,0,0,0
1476,mountain-peak-battle-mess,0,9/19/2019,0,0,0,0,0,,119,2019-11-19T19:23:24,"role-playing, hard",0,,0,0,0,0,0,0
1477,g1-grand-prix,0,5/24/2012,0,0,0,0,0,,0,2019-06-25T05:43:39,,0,"Racing, Arcade",0,0,0,0,0,0
1478,greco-kara-no-chousenjou-keisan-no-yakata-to-oba-3,0,8/21/2013,0,0,0,0,0,,0,2019-06-25T06:56:20,,0,,0,0,0,0,0,0
1479,gundam-try-age-sp,0,7/17/2014,0,0,0,0,0,,0,2019-06-25T07:09:44,,0,,0,0,0,0,0,0
1480,guxt,0,,0,0,0,0,0,,0,2019-06-25T07:12:12,,0,,0,0,0,0,0,0
1481,hero-bank-2,0,11/27/2014,0,0,0,0,0,,0,2019-06-25T07:36:36,,0,,0,0,0,0,0,0
1482,j-legend-retsuden,0,11/7/2013,0,0,0,0,0,,0,2019-06-25T09:08:11,,0,,0,0,0,0,0,0
1483,jet-dog,0,3/26/2015,0,0,0,0,0,,0,2019-06-25T09:15:19,,0,,0,0,0,0,0,0
1484,kaio-king-of-pirates,0,,0,0,0,0,0,,0,2019-06-25T09:39:20,,0,"Action, RPG",0,0,0,0,0,0
1485,kenka-banchou-6-soul-blood,0,1/15/2015,0,0,0,0,0,,0,2019-06-25T09:51:30,,0,,0,0,0,0,0,0
1486,konchuu-monster-super-battle,0,6/19/2014,0,0,0,0,0,,0,2019-06-25T10:29:55,,0,,0,0,0,0,0,0
1487,kuroko-no-basuke-kuroko-e-no-kizuna,0,3/26/2015,0,0,0,0,0,,0,2019-06-25T10:39:46,,0,,0,0,0,0,0,0
1488,lbx-little-battlers-experience-wars,0,9/26/2013,0,0,0,0,0,,0,2019-06-25T11:05:55,,0,,0,0,0,0,0,0
1489,secret-agent-files,0,8/30/2013,0,0,0,0,0,,0,2019-06-25T21:24:52,,0,,0,0,0,0,0,0
1490,seisou-no-amazones,0,11/14/2013,0,0,0,0,0,,0,2019-06-25T21:29:22,,0,,0,0,0,0,0,0
1491,shin-hyu-stone,0,4/22/2015,0,0,0,0,0,,0,2019-06-25T21:54:47,,0,,0,0,0,0,0,0
1492,taiko-no-tatsujin-don-to-katsu-no-jikuu-daibouken,0,6/26/2014,0,0,0,0,0,,0,2019-06-26T01:35:44,,0,,0,0,0,0,0,0
1493,treasurenauts,0,,0,0,0,0,0,,0,2019-06-26T03:23:49,,0,,0,0,0,0,0,0
1494,tribe-cool-crew-the-g-me,0,5/28/2015,0,0,0,0,0,,0,2019-06-26T03:25:22,,0,,0,0,0,0,0,0
1495,mansion-percussion,0,3/6/2013,0,0,0,0,0,,0,2019-06-25T12:34:22,,0,,0,0,0,0,0,0
1496,meitantei-conan-phantom-rhapsody,0,4/17/2014,0,0,0,0,0,,0,2019-06-25T13:02:56,,0,,0,0,0,0,0,0
1497,monster-hunter-diary-poka-poka-airou-village-dx,0,9/10/2015,0,0,0,0,0,,0,2019-06-25T14:09:45,,0,"Action, RPG",0,0,0,0,0,0
1498,mutant-mudds-2,0,,0,0,0,0,0,,0,2019-06-25T15:12:47,,0,,0,0,0,0,0,0
1499,phonics-fun-with-biff-chip-and-kipper-vol-3,0,4/4/2013,0,0,0,0,0,,0,2019-06-25T17:36:20,,0,"Educational, Puzzle",0,0,0,0,0,0
1500,photos-with-mario,0,4/15/2013,0,0,0,0,0,,0,2019-06-25T17:36:44,,0,,0,0,0,0,0,0
1501,pokemon-tretta-lab-for-nintendo-3ds,0,8/10/2013,0,0,0,0,0,,0,2019-06-25T18:10:31,,0,,0,0,0,0,0,0
1502,puzzle-and-dragons-z,0,3/10/2013,0,0,0,0,0,,0,2019-06-25T19:03:33,,0,,0,0,0,0,0,0
1503,crayon-shin-chan-arashi-o-yobu-kasukabe-eiga-stars,0,4/16/2004,0,0,0,0,0,,0,2020-02-14T18:31:00,,0,,0,0,0,0,0,0
1504,denpa-men-2-beyond-the-waves-the,0,9/26/2012,0,0,0,0,0,,0,2019-06-25T01:49:26,,0,,0,0,0,0,0,0
1505,dynasty-warriors-vs,0,3/15/2012,0,0,0,0,0,,0,2019-06-25T02:52:49,,0,,0,0,0,0,0,0
1506,fantasy-life-link,0,7/25/2013,0,0,0,0,0,,0,2019-06-25T04:06:02,,0,,0,0,0,0,0,0
1507,35-junior-games,0,11/27/2012,0,0,0,0,0,,0,2019-06-24T20:05:49,,0,"Educational, Puzzle",0,0,0,0,0,0
1508,maze-breaker-2,0,6/25/2020,0,0,0,0,0,,0,2020-12-16T15:27:50,"Other, blocks",0,,0,0,0,0,0,0
1509,small-world-z,0,10/17/2019,0,0,0,0,0,,127,2020-12-16T14:11:05,"Open World, 2D",0,,0,0,0,0,0,0
1510,medabots-9,0,12/24/2015,0,0,0,0,0,,0,2019-06-25T12:56:24,,0,,0,0,0,0,0,0
1511,phonics-fun-with-biff-chip-and-kipper-vol-1,0,4/4/2013,0,0,0,0,0,,0,2019-06-25T17:35:54,,0,"Educational, Puzzle",0,0,0,0,0,0
1512,pippi-longstocking-3d,0,10/19/2012,0,0,0,0,0,,0,2019-06-25T17:43:57,,0,,0,0,0,0,0,0
1513,pretty-rhythm-ds,0,3/20/2013,0,0,0,0,0,,0,2019-06-25T18:36:59,,0,,0,0,0,0,0,0
1514,samurai-warriors-chronicles-2nd,0,9/13/2012,0,0,0,0,0,,0,2019-06-25T21:03:26,,0,,0,0,0,0,0,0
1515,fujiko-f-fujio-characters-great-assembly-slightly-,0,11/20/2014,0,0,0,0,0,,0,2019-06-25T05:38:01,,0,,0,0,0,0,0,0
1516,game-center-cx-3-choume-no-arino,0,3/20/2014,0,0,0,0,0,,0,2019-06-25T05:51:40,,0,,0,0,0,0,0,0
1517,hana-to-ikimo-no-rittai-zukan,0,9/29/2011,0,0,0,0,0,,0,2019-06-25T07:20:56,,0,,0,0,0,0,0,0
1518,happiness-charge-precure-kawa-run-collection,0,7/31/2014,0,0,0,0,0,,0,2019-06-25T07:22:51,,0,,0,0,0,0,0,0
1519,inazuma-eleven-go-2-chrono-stone-neppu,0,12/13/2012,0,0,0,0,0,,0,2019-06-25T08:38:50,,0,"Arcade, Sports",0,0,0,0,0,0
1520,js-girl-doki-doki-model-challenge,0,4/24/2014,0,0,0,0,0,,0,2019-06-25T09:24:25,,0,,0,0,0,0,0,0
1521,killca-drive,0,,0,0,0,0,0,,0,2019-06-25T10:04:41,,0,,0,0,0,0,0,0
1522,koneko-no-album-my-little-cat,0,12/19/2013,0,0,0,0,0,,0,2019-06-25T10:30:09,,0,,0,0,0,0,0,0
1523,kuroko-no-basuke-shouri-e-no-kiseki,0,2/20/2014,0,0,0,0,0,,0,2019-06-25T10:39:58,,0,"Arcade, Sports",0,0,0,0,0,0
1524,classic-games-overload-card-and-puzzle-edition,0,,0,0,0,0,0,,231,2019-06-25T00:31:00,,0,"Card, Puzzle",0,0,0,0,0,0
1525,danball-senki-baku-boost,0,7/5/2012,0,0,0,0,0,,0,2019-06-25T01:19:52,,0,,0,0,0,0,0,0
1526,detective-conan-marionette-symphony,0,4/25/2013,0,0,0,0,0,,0,2019-06-25T01:52:47,,0,,0,0,0,0,0,0
1527,fire-emblem-if-black-kingdom,0,,0,0,0,0,0,,0,2019-06-25T04:25:38,,0,,0,0,0,0,0,0
1528,band-of-thieves-and-1000-pokemon,0,6/5/2014,0,0,0,0,0,,0,2019-06-24T22:04:14,,0,,0,0,0,0,0,0
1529,farming-simulator-2012-3d,0,3/29/2012,0,0,0,0,0,,0,2019-06-24T18:07:24,,0,,0,0,0,0,0,0
1530,minna-de-auto-racing-3d,0,3/7/2013,0,0,0,0,0,,0,2019-06-24T18:41:43,,0,"Racing, Arcade",0,0,0,0,0,0
1531,petz-fantasy,0,10/5/2010,0,0,0,0,0,,0,2019-06-24T18:52:58,,0,,0,0,0,0,0,0
1532,reel-fishing-paradise-3d,0,6/23/2011,0,0,0,0,0,,0,2019-06-24T19:01:24,,0,,0,0,0,0,0,0
1533,secret-mysteries-in-london,0,2/10/2012,0,0,0,0,0,,316,2019-06-24T19:08:00,,0,,0,0,0,0,0,0
1534,ace-attorney-6,0,6/9/2016,0,0,0,0,0,,0,2019-06-24T20:18:54,,0,,0,0,0,0,0,0
1535,acrylic-palette-irodori-cafe-cheers,0,12/20/2012,0,0,0,0,0,,265,2019-06-24T20:21:47,,0,,0,0,0,0,0,0
1536,shin-atelier-rorona-hajimari-no-monogatari-the-alc,0,6/4/2015,0,0,0,0,0,,0,2019-06-25T21:52:55,,0,,0,0,0,0,0,0
1537,shin-tennis-no-oji-sama-go-to-the-top,0,3/5/2015,0,0,0,0,0,,0,2019-06-25T21:56:03,,0,,0,0,0,0,0,0
1538,super-robot-wars-ux,0,3/14/2013,0,0,0,0,0,,0,2019-09-12T06:37:45,"exclusive, true exclusive",0,"Action, RPG",0,0,0,0,0,0
1539,tales-to-enjoy-the-ugly-duckling,0,9/19/2013,0,0,0,0,0,,42,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1540,jewel-quest-5-the-sleepless-star,0,10/3/2013,0,0,0,0,0,,180,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1541,hooked-on-bass-fishing,0,12/5/2013,0,0,0,0,0,,137,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1542,jewel-quest-4-heritage,0,5/8/2014,0,0,0,0,0,,229,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1543,old-skool-classics,0,12/6/2011,0,0,0,0,0,,189,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1544,mole-mania,0,7/26/2012,0,0,0,0,0,,148,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1545,imagine-babyz-2,0,10/23/2012,0,0,0,0,0,,71,2019-01-09T12:41:06,"room, baby",0,,0,0,0,0,0,0
1546,soccer-up-3d,0,4/11/2013,0,0,0,0,0,,139,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1547,vampire-master-of-darkness,0,7/4/2013,0,0,0,0,0,,300,2019-01-09T12:41:06,"Monsters, NES",0,,0,0,0,0,0,0
1548,tangram-style,0,8/8/2013,0,0,0,0,0,,134,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1549,boulder-dash-xl-3d,0,9/5/2013,0,0,0,0,0,,193,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1550,airace-speed,0,9/19/2013,0,0,0,0,0,,397,2019-01-09T12:41:06,"achievements, online",0,,0,0,0,0,0,0
1551,aqua-moto-racing-3d,0,6/27/2013,0,0,0,0,0,,93,2019-01-09T12:41:06,"achievements, friends",0,,0,0,0,0,0,0
1552,101-penguin-pets-3d,0,10/17/2013,0,0,0,0,0,,114,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1553,jewel-match-3,0,11/14/2013,0,0,0,0,0,,115,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1554,my-style-studio-hair-salon,0,12/12/2013,0,0,0,0,0,,184,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1555,me-my-furry-patients-3d,0,4/24/2014,0,0,0,0,0,,131,2019-01-09T12:41:06,"cats, Dogs",0,,0,0,0,0,0,0
1556,halloween-night-archery,0,10/26/2017,0,0,0,0,0,,96,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1557,storm-chaser-tornado-alley,0,6/7/2018,0,0,0,0,0,,85,2019-01-09T12:41:06,"Physics, simulator",0,,0,0,0,0,0,0
1558,vera-swings,0,1/31/2019,0,0,0,0,0,,47,2019-08-28T21:57:42,"Full controller support, Singleplayer",0,"Indie, Adventure",0,0,0,0,0,0
1559,pokemon-sun-with-bonus-solgaleo-figure,0,11/23/2016,0,0,0,0,0,,94,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1560,crollors-game-pack,0,7/6/2017,0,0,0,0,0,,51,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1561,bingo-collection,0,4/13/2017,0,0,0,0,0,,54,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1562,azure-striker-gunvolt-the-anime,0,2/9/2017,0,0,0,0,0,,79,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1563,shanghai-mahjong,0,7/11/2008,0,0,0,0,0,,188,2019-08-02T03:52:29,,0,"Board Games, Puzzle",0,0,0,0,0,0
1564,drop-zone-under-fire,0,1/29/2015,0,0,0,0,0,,181,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1565,asterix-the-mansions-of-the-gods,0,12/18/2014,0,0,0,0,0,,151,2019-06-23T16:21:24,"hunt, invaders",0,,0,0,0,0,0,0
1566,top-model-3d,0,9/11/2014,0,0,0,0,0,,69,2019-01-09T12:41:06,"Rhythm, Minigames",0,,0,0,0,0,0,0
1567,atlantic-quest,0,4/15/2014,0,0,0,0,0,,109,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1568,christmas-wonderland-3,0,11/21/2013,0,0,0,0,0,,332,2019-06-14T02:24:24,"kids, Christmas",0,"Family, Puzzle",0,0,0,0,0,0
1569,secret-agent-files-miami,0,10/7/2013,0,0,0,0,0,,111,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1570,fish-on-3d,0,8/22/2013,0,0,0,0,0,,82,2019-01-09T12:41:06,"Exploration, Fishing",0,,0,0,0,0,0,0
1571,worcle-worlds,0,10/26/2017,0,0,0,0,0,,130,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1572,rto-2,0,2/15/2018,0,0,0,0,0,,379,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1573,zig-zag-go,0,1/25/2018,0,0,0,0,0,,23,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1574,blok-drop-chaos,0,12/14/2017,0,0,0,0,0,,38,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1575,rabi-laby-3,0,7/10/2014,0,0,0,0,0,,129,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1576,strike-force-foxx,0,7/17/2014,0,0,0,0,0,,136,2019-01-09T12:41:06,"Retro, Tanks",0,,0,0,0,0,0,0
1577,gothic-masquerade,0,8/14/2014,0,0,0,0,0,,229,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1578,xtreme-sports,0,8/21/2014,0,0,0,0,0,,125,2019-01-09T12:41:06,"NES, battle",0,,0,0,0,0,0,0
1579,i-love-my-little-girl,0,11/6/2014,0,0,0,0,0,,60,2019-01-09T12:41:06,"Cute, Dreams",0,,0,0,0,0,0,0
1580,toys-vs-monsters,0,12/18/2014,0,0,0,0,0,,77,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1581,japanese-rail-sim-3d-journey-to-kyoto,0,8/6/2015,0,0,0,0,0,,132,2019-01-09T12:41:06,"Driving, night",0,,0,0,0,0,0,0
1582,3d-gunstar-heroes,0,8/20/2015,0,0,0,0,0,,135,2019-01-09T12:41:06,"Destruction, treasure",0,,0,0,0,0,0,0
1583,wizdom,0,10/22/2015,0,0,0,0,0,,87,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1584,pet-hospital,0,11/26/2015,0,0,0,0,0,,163,2019-01-09T12:41:06,"cats, Animals",0,,0,0,0,0,0,0
1585,lionel-city-builder-3d-rise-of-the-rails,0,1/14/2016,0,0,0,0,0,,102,2019-01-09T12:41:06,"Trains, achievements",0,,0,0,0,0,0,0
1586,sssnakes,0,6/2/2016,0,0,0,0,0,,125,2019-01-09T12:41:06,"Traps, secrets",0,,0,0,0,0,0,0
1587,monster-hunter-generations-special-demo,0,6/30/2016,0,0,0,0,0,,127,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1588,touch-battle-ninja,0,8/18/2016,0,0,0,0,0,,153,2019-01-09T12:41:06,"Demons, Ninja",0,,0,0,0,0,0,0
1589,butterfly-inchworm-animation-ii,0,10/27/2016,0,0,0,0,0,,132,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1590,galaxy-blaster,0,12/8/2016,0,0,0,0,0,,45,2019-01-09T12:41:06,"First-Person, puzzles",0,,0,0,0,0,0,0
1591,lifespeed,0,2/2/2017,0,0,0,0,0,,113,2019-01-09T12:41:06,"Survival, War",0,,0,0,0,0,0,0
1592,mini-sports-collection,0,3/9/2017,0,0,0,0,0,,176,2019-01-09T12:41:06,"Soccer, achievements",0,,0,0,0,0,0,0
1593,four-bombs,0,3/30/2017,0,0,0,0,0,,34,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1594,aura-aura-climber,0,2/22/2010,0,0,0,0,0,,50,2019-09-12T06:36:55,"exclusive, true exclusive",0,,0,0,0,0,0,0
1595,waku-waku-sweets-happy-sweets-making,0,3/29/2018,0,0,0,0,0,,83,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1596,3d-retro-dungeon-puzzle-challenge,0,5/3/2018,0,0,0,0,0,,107,2019-01-09T12:41:06,"battle, puzzles",0,,0,0,0,0,0,0
1597,akb48me,0,10/25/2012,0,0,0,0,0,,178,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1598,space-intervention,0,9/12/2019,0,0,0,0,0,,88,2019-11-19T19:19:28,"race, alien",0,,0,0,0,0,0,0
1599,slime-slayer-2,0,10/10/2019,0,0,0,0,0,,58,2019-11-19T19:15:09,"First-Person, FPS",0,,0,0,0,0,0,0
1600,fatal-fracture,0,10/10/2019,0,0,0,0,0,,66,2019-11-19T19:15:59,"Endless, destroy",0,,0,0,0,0,0,0
1601,turkey-please,0,11/13/2019,0,0,0,0,0,,82,2020-10-26T03:09:38,"holiday, puzzles",0,"Adventure, Puzzle",0,0,0,0,0,0
1602,pinball-breaker-vi,0,1/23/2020,0,0,0,0,0,,0,2020-12-16T14:18:23,"Other, Pinball",0,,0,0,0,0,0,0
1603,nintendo-3ds-guide-louvre-french-version,0,12/2/2013,0,0,0,0,0,,94,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1604,percys-predicament-deluxe,0,9/14/2017,0,0,0,0,0,,61,2019-01-25T03:32:02,,0,,0,0,0,0,0,0
1605,physical-contact-picture-place,0,9/28/2017,0,0,0,0,0,,215,2019-01-09T12:41:06,"Multiplayer, party",0,,0,0,0,0,0,0
1606,christmas-night-archery,0,12/7/2017,0,0,0,0,0,,65,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1607,hiding-out,0,11/6/2017,0,0,0,0,0,,57,2019-01-09T12:41:06,"Retro, simple",0,,0,0,0,0,0,0
1608,flap-flap,0,2/9/2011,0,0,0,0,0,,124,2019-10-22T14:29:20,"Music, achievements",0,"Adventure, Action",0,0,0,0,0,0
1609,wind-up-knight-2,0,4/10/2014,0,0,0,0,0,,385,2019-10-22T14:28:02,"Beautiful, blocks",0,"Arcade, Action",0,0,0,0,0,0
1610,spot-the-differences,0,10/20/2009,0,0,0,0,0,,282,2019-08-02T16:22:33,,0,,0,0,0,0,0,0
1611,ping-pong-trick-shot-2,0,4/20/2017,0,0,0,0,0,,95,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1612,brick-race,0,8/18/2016,0,0,0,0,0,,51,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1613,color-cubes,0,1/19/2017,0,0,0,0,0,,70,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1614,cup-critters,0,12/1/2016,0,0,0,0,0,,62,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1615,blockform,0,10/13/2016,0,0,0,0,0,,17,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1616,metroid-prime-federation-force-blast-ball-demo,0,7/21/2016,0,0,0,0,0,,85,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1617,runny-egg,0,4/9/2015,0,0,0,0,0,,134,2019-01-09T12:41:06,"duck, dodge",0,,0,0,0,0,0,0
